 1/2017	 11/01/2017	 14/02/2017	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada	 ao Senhor RIQUELMO BEDIN, Secretário da Secretaria de Saúde de Chapecó, ao Senhor ÉCIO BORDIGNON, Superintendente Regional do Oeste da CASAN, e ao Senhor ALEXANDRE ESTEFANI, Promotor de Justiça da 9ª Promotoria de Justiça da Comarca de Chapecó, para, considerando as informações abaixo explanadas, sejam convidados para participarem de Audiência Pública, a ser realizada no Plenário da Câmara de Vereadores em data e hora a ser definida previamente junto ao proponente do presente Requerimento. Nos Bairros Bela Vista e Parque das Palmeiras, nesta cidade de Chapecó, existem “respiros” ou “canos” que provém das tubulações subterrâneas de esgoto, ultrapassando o limite da calçada, chegando à altura aproximada de 2 a 5 metros, encerrando-se com uma curva curta e aberta. Referidas tubulações expelem odores desagradáveis, especialmente no período noturno. Tais “respiros” são chamados de dutos de esgoto. Ocorre que muitas vezes a situação fica insuportável, pois, especialmente no bairro Bela Vista, tais dutos chegam a espirrar dejetos, piorando o odor desagradável e colocando em risco a saúde pública. Aliás, uma das moradoras do Bairro Bela Vista chegou a apresentar reclamação ainda no ano de 2012, perante o Procon desta cidade, em face da empresa responsável por tais dutos, a CASAN - Companhia Catarinense de Água e Saneamento. A Reclamação foi autuada sob o número 26164. Adveio à referida Reclamação resposta da CASAN, na qual se depreende que todo o esgoto coletado nos bairros Cristo Rei e Bela Vista passa justamente pela rua na qual residem os moradores Reclamantes do Bairro Bela Vista, para então chegar à ETE – Estação de Tratamento de Esgoto. O espirro de dejetos e o mal cheiro, conforme a CASAN, advém em razão da formação de gases, e o problema foi agravado após a pavimentação daquela Rua, que teria LACRADO AS TAMPAS DE SISTEMA DE ESGOTO, acumulando ainda mais gás e fazendo que os dejetos espirrados sejam cada vez em maior quantidade. Na referida resposta, ainda, se depreende a alegação da CASAN de que estava tentando resolver o problema. porém, os moradores ainda permanecem na mesma situação, que tende a se agravar com a vinda do verão. A Reclamação supracitada foi arquivada pelo Procon, muito embora encerrada apenas com a promessa da CASAN em tentar amenizar o problema. São por essas razões que o vereador proponente apresenta este Requerimento, para fins de realização de Audiência Pública com as autoridades competentes para o fim de explanarem e encontrar soluções práticas para o problema acima relatado, do qual sofrem moradores especialmente do Bairro Parque das Palmeiras e Bela Vista. Termos em que, pede deferimento. 
 136/2018	 18/05/2018	 23/05/2018	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada	 O(s) Vereador(es) que este subscreve(m), amparado(s) no Art. 5º, XIV e XXXIII e art. 216 § 2º da Constituição Federal/88, bem como nos Artigos 6º e 7º da Lei 12.527/11, combinado com os Artigos 5º, 23, 34 inciso XIII, 58, 59, e 63, da Lei Orgânica Municipal e demais disposições legais aplicáveis, solicita(m) que após as tramitações legais se envie ofício ao Senhor LUCIANO JOSÉ BULIGON, Prefeito Municipal de Chapecó, para que envie as informações ao final solicitadas, tudo conforme adiante segue. Considerando a aprovação da Indicação 267/2018, que solicita a manutenção e limpeza de terrenos e calçadas nas beiradas da Rua Marechal Deodoro, n° 1.730 – D, nas proximidades da Rua Maria Goretti. Considerando o relato dos moradores de que não foram atendidos, REQUER: A) Seja informado se a indicação será atendida, bem como a data provável para a realização das diligências, tendo em vista que os cidadãos aguardam pela tomada de iniciativa e respostas. Adverte-se, ainda, que conforme a Lei Orgânica Municipal, sobretudo em seu artigo 34, inciso XIII, configura-se crime de responsabilidade a negativa de prestação de informações, e/ou prestação de informações extemporâneas ou incompletas. Termos em que pede deferimento. 
 137/2018	 18/05/2018	 23/05/2018	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Retirada 	
 138/2018	 18/05/2018	 23/05/2018	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada	 O(s) Vereador(es) que este subscreve(m), amparado(s) no Art. 5º, XIV e XXXIII e art. 216 § 2º da Constituição Federal/88, bem como nos Artigos 6º e 7º da Lei 12.527/11, combinado com os Artigos 5º, 23, 34 inciso XIII, 58, 59, e 63, da Lei Orgânica Municipal e demais disposições legais aplicáveis, solicita(m) que após as tramitações legais se envie ofício ao Senhor LUCIANO JOSÉ BULIGON, Prefeito Municipal de Chapecó, para que envie as informações ao final solicitadas, tudo conforme adiante segue. CONSIDERANDO que este gabinete recebeu diversas reclamações dos pais cujos filhos frequentam o colégio São Francisco, haja vista que não há transporte público para transportar as crianças até a unidade de ensino ou até próximo à unidade de ensino. CONSIDERANDO que, segundo os relatos, já foi encaminhado abaixo-assinados para a Secretária de Educação sobre essa questão. mas que no entanto, até a presente data, não houve resposta. CONSIDERANDO que os motoristas do transporte afirmaram para os pais que não seria possível levar as crianças até o Colégio São Francisco por faltar quilometragem. CONSIDERANDO que as crianças do Bairro Progresso (Monte Castelo) precisam caminhar demasiadamente até chegarem a escola. REQUER: A) Sejam informados os motivos pelos quais não há transporte público para transportar as crianças do Bairro Progresso (Monte Castelo) até o Colégio São Francisco ou até próximo ao colégio. B) Seja informado se há algum projeto ou intenção da Prefeitura que envolva o transporte público das crianças moradoras do Bairro Progresso (Monte Castelo) até o Colégio São Francisco. C) Sejam informadas as providências que o Município pretende tomar com a situação acima noticiada. Adverte-se, ainda, que conforme a Lei Orgânica Municipal, sobretudo em seu artigo 34, inciso XIII, configura-se crime de responsabilidade a negativa de prestação de informações, e/ou prestação de informações extemporâneas ou incompletas. Termos em que pede deferimento. 
 139/2018	 21/05/2018	 23/05/2018	 Vereador	 	»»DERLI MAIER 	Aprovada	 O(s) Vereador(es) que este subscreve(m), nos termos regimentais em vigor, solicita(m) que após as tramitações Legais Vossa Excelência Submeta este ao Plenário, e se aprovado, seja encaminhado ofício aos Senhores ANTONIO CARLOS RIGO – Presidente da ADEVOSC, MIRIAM ROSA DA FONSECA STEFFEN – Diretora administrativa da ADEVOSC e ALCEU KUHN – Fundador, CONVIDANDO-OS para que compareça em uma Sessão Ordinária, Desta Casa Legislativa, a fim de explanar sobre as atividades que contribuem para Associação de Deficientes Visuais do Oeste de Santa Catarina. 
 140/2018	 21/05/2018	 24/05/2018	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada	 O(s) Vereador(es) que este subscreve(m), amparado(s) no Art. 5º, XIV e XXXIII e art. 216 § 2º da Constituição Federal/88, bem como nos Artigos 6º e 7º da Lei 12.527/11, combinado com os Artigos 5º, 23, 34 inciso XIII, 58, 59, e 63, da Lei Orgânica Municipal e demais disposições legais aplicáveis, solicita(m) que após as tramitações legais se envie ofício ao Senhor LUCIANO JOSÉ BULIGON, Prefeito Municipal de Chapecó, para que envie as informações ao finais solicitadas, tudo conforme adiante segue. CONSIDERANDO a notória situação do Loteamento Cadore, atual Loteamento Dom Leonardo, no sentido de estar completamente irregular, tendo ocorrido inclusive diversas fraudes e estelionatos na comercialização de terrenos na localidade. CONSIDERANDO que a situação acima narrada é de parcela de culpa do Município de Chapecó, que se mostrou faltoso na fiscalização e acompanhamento da instalação do supracitado loteamento. CONSIDERANDO a judicialização do caso, tendo em vista a gravidade dos supracitados fatos. CONSIDERANDO que a situação dos imóveis impede o regular uso e gozo dos imóveis por parte dos proprietários e possuidores, REQUER: A) que o Município de Chapecó se abstenha de promover a cobrança de IPTU, taxa de lixo e iluminação pública do Loteamento Cadore/Dom Leonardo, mediante apresentação do competente projeto de lei de isenção. Pugna seja remetida também advertência de que, conforme a Lei Orgânica Municipal, sobretudo em seu artigo 34, inciso XIII, configura-se crime de responsabilidade a negativa de prestação de informações, e/ou prestação de informações extemporâneas ou incompletas. Termos em que pede deferimento. 
 141/2018	 21/05/2018	 25/05/2018	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada	 O(s) Vereador(es) que este subscreve(m), amparado(s) no Art. 5º, XIV e XXXIII e art. 216 § 2º da Constituição Federal/88, bem como nos Artigos 6º e 7º da Lei 12.527/11, combinado com os Artigos 5º, 23, 34 inciso XIII, 58, 59, e 63, da Lei Orgânica Municipal e demais disposições legais aplicáveis, solicita(m) que após as tramitações legais se envie ofício ao Senhor LUCIANO JOSÉ BULIGON, Prefeito Municipal de Chapecó, para que envie as informações ao finais solicitadas, tudo conforme adiante segue. CONSIDERANDO que o Anexo I, Meta I, no Plano Municipal de Educação, determina que anualmente seja realizado levantamento da demanda por creche para a população de até 3 (três) anos de idade, como forma de planejar a oferta e verificar o atendimento da demanda manifesta no município da população urbana, do campo e povos indígenas, REQUER: A) Seja apresentado o levantamento da demanda por creche para a população de até 03 (três) anos de idade, mediante fornecimento de todos os relatórios e/ou documentos similares, com inclusive os seus respectivos anexos e documentos neles mencionados, relativamente aos Exercícios de 2016, 2017 e 2018. Pugna seja remetida também advertência de que, conforme a Lei Orgânica Municipal, sobretudo em seu artigo 34, inciso XIII, configura-se crime de responsabilidade a negativa de prestação de informações, e/ou prestação de informações extemporâneas ou incompletas. Termos em que pede deferimento. 
 142/2018	 29/05/2018	 05/06/2018	 Vereador	 	»»CLEBER CECCON 	Aprovada	 e à Senhora SANDRA MARIA GALERA– Secretária de Educação de Chapecó. REQUERENDO-LHE: Que seja realizado com urgência reforma e ampliação da EBM Fedelino Machado dos Santos, bem como a conclusão do ginásio de esportes, localizados na rua Canários nº 530 E, loteamento Thiago, na grande região da Efapi. Em audiência pública realizada em junho de 2017, com o intuito de discutir ações conjuntas, entre a Sociedade Civil e o Poder público, no enfrentamento e combate ao uso de drogas, segurança pública, vulnerabilidade social, primeiro emprego, efetivação de politicas públicas (Saúde, Educação, Assistência Social, Segurança, Emprego, Esporte, Cultura e Lazer) na grande região da Efapi. Por solicitação da comunidade e lideranças presentes, foi aprovado por unanimidade, o pedido de reforma e ampliação da EBM Diogo Alves da Silva, conclusão do ginásio de esportes, a fim de possibilitar ampliação e melhorias no atendimento a comunidade escolar daquela região. Termos em que pede deferimento. 
 143/2018	 30/05/2018	 06/06/2018	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Rejeitada	 O(s) Vereador(es) que este subscreve(m), amparado(s) no Art. 5º, XIV e XXXIII e art. 216 § 2º da Constituição Federal/88, bem como nos Artigos 6º e 7º da Lei 12.527/11, combinado com os Artigos 5º, 23, 34 inciso XIII, 58, 59, e 63, da Lei Orgânica Municipal e demais disposições legais aplicáveis, solicita(m) que após as tramitações legais se envie ofício ao Senhor LUCIANO JOSÉ BULIGON, Prefeito Municipal de Chapecó, para que envie as informações ao finais solicitadas, tudo conforme adiante segue. CONSIDERANDO que a função do vereador não se restringe à legiferante, como também atua na função fiscalizatória, constituindo-se direito seu o de ter acesso às informações não só para tomar conhecimento da atual situação, como também contribuir para apontar soluções, REQUER: A) Seja apresentada relação e todos os respectivos documentos comprobatórios de todas as subvenções/verbas repassadas ao Hospital da Criança desde a data de 01/01/2017 até a data de resposta a este Requerimento, a qualquer título. Pugna seja remetida também advertência de que, conforme a Lei Orgânica Municipal, sobretudo em seu artigo 34, inciso XIII, configura-se crime de responsabilidade a negativa de prestação de informações, e/ou prestação de informações extemporâneas ou incompletas. Termos em que pede deferimento. 
 144/2018	 30/05/2018	 06/06/2018	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Rejeitada	 para que envie as informações ao finais solicitadas, tudo conforme adiante segue. CONSIDERANDO que o Decreto Nº 33.334/2016, do Poder Executivo Municipal, constituiu e nomeou uma Comissão para criação do Sistema Municipal de Meio Ambiente do Código Municipal do Meio Ambiente. CONSIDERANDO que o Plano Diretor, em seu artigo 18, inciso IX, determina a necessidade de revisão do Código Municipal de Meio Ambiente e implementação do Plano Municipal de Meio Ambiente, incluindo o Plano Paisagístico Ambiental, REQUER: A) Sejam apresentadas todas as atas de reunião ocorridas desde a criação do supracitado Conselho até a data de resposta a este Requerimento. B) Seja informado o estágio em que se encontram os estudos, deliberações e atividades necessárias para a criação do Sistema Municipal de Meio Ambiente do Código Municipal do Meio Ambiente. Favor apresentar todos os documentos comprobatórios (estudos, pareceres, reuniões, levantamentos, etc.) C) Seja informado se a função de membro do supracitado Conselho é remunerada. Pugna seja remetida também advertência de que, conforme a Lei Orgânica Municipal, sobretudo em seu artigo 34, inciso XIII, configura-se crime de responsabilidade a negativa de prestação de informações, e/ou prestação de informações extemporâneas ou incompletas. Termos em que pede deferimento. 
 145/2018	 30/05/2018	 06/06/2018	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Rejeitada	 O(s) Vereador(es) que este subscreve(m), amparado(s) no Art. 5º, XIV e XXXIII e art. 216 § 2º da Constituição Federal/88, bem como nos Artigos 6º e 7º da Lei 12.527/11, combinado com os Artigos 5º, 23, 34 inciso XIII, 58, 59, e 63, da Lei Orgânica Municipal e demais disposições legais aplicáveis, solicita(m) que após as tramitações legais se envie ofício ao Senhor LUCIANO JOSÉ BULIGON, Prefeito Municipal de Chapecó, para que envie as informações ao final solicitadas, tudo conforme adiante segue. Considerando a aprovação e envio da Indicação 265/2018, que solicitou providências a respeito de um terreno baldio localizado na Rua Alcides Sperandio, próximo à casa de número 54-E, Loteamento Alice II, Bairro Efapi, REQUER: A. Seja informado se a indicação será atendida, bem como a data provável para a realização das diligências, tendo em vista que os moradores aguardam pela tomada de providências e respostas a respeito. Adverte-se, ainda, que conforme a Lei Orgânica Municipal, sobretudo em seu artigo 34, inciso XIII, configura-se crime de responsabilidade a negativa de prestação de informações, e/ou prestação de informações extemporâneas ou incompletas. Termos em que pede deferimento. 
 146/2018	 04/06/2018	 Vereador	 	»»NEURI LUIZ MANTELLI 	Entrada	 na Ordem do Dia 	
 147/2018	 04/06/2018	 04/06/2018	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada	 O Vereador que este subscreve, solicita ao Exmo. Sr. Presidente da Câmara Municipal, ITAMAR AGNOLETTO, seja submetido ao Plenário seu pedido de LICENÇA NÃO REMUNERADA, para tratar de interesses particulares, pelo período de 05 de junho de 2018, inclusive, a 30 de junho de 2018. Termos em que pede deferimento. 
 148/2018	 04/06/2018	 08/06/2018	 Vereador	 	»»CLEBER CECCON MARCILEI ANDREA P. VIGNATTI 	Aprovada	 ao Senhor RICARDO CAVALLI – Procurador-Geral do Município, a Senhora LUCIANE APARECIDA FILIPINI STOBE – Secretária de Defesa do Cidadão e Mobilidade Urbana, para que envie a essa casa legislativa, informações sobre a ação de despejo dos Camelôs, que estavam localizados provisoriamente em terreno do estado na Avenida Nereu Ramos. Na madrugada de domingo, 27 de maio, os camelôs que estavam instalados de forma provisória em terreno do estado, na Avenida Nereu Ramos, foram surpreendidos por uma ação de despejo e reintegração de posse do local. Atuaram na ação, policiais militares, guarda municipal, agentes de trânsito, além da utilização de maquinário do município para demolição dos pontos de venda, onde por muitos anos sustentavam mais de 24 famílias. Neste sentido, fazendo uso das prerrogativas parlamentares, solicito as seguintes informações: 
 149/2018	 04/06/2018	 05/06/2018	 Vereador	 	»»ILDO ADÃO ANTONINI 	Aprovada	 ILDO ADÃO ANTONINI, Vereador com assento Neste Legislativo, nos Termos Regimentais em vigor, com base no artigo 38, inciso II, da Lei Orgânica Municipal, requer após os procedimentos de Lei, que lhe seja concedido LICENÇA para tratar de interesse particular no dia 07 de junho de 2018, prazo de 01 (um) dia. Nestes Termos, Pede Deferimento 
 150/2018	 05/06/2018	 06/06/2018	 Vereador	 	»»NEURI LUIZ MANTELLI 	Aprovada	 O(s) Vereador(es) que este subscreve(m), nos termos regimentais em vigor, solicitam que após as tramitações legais Vossa Excelência submeta este ao plenário, e se aprovado, se envie ofício ao Senhor SÉRGIO ANTÔNIO GALLI, Secretário de Desenvolvimento Regional, solicitando à seguinte informação: 
 151/2018	 05/06/2018	 08/06/2018	 Vereador	 	»»DERLI LUIZ FERNANDES 	Rejeitada	 REQUERENDO-LHE Que seja encaminhada a Esta Casa Legislativa, cópia do valor total arrecadado com multas de trânsito em Chapecó de 01 de janeiro deste ano até a presente data. Que seja especificado se a multa é de estacionamentos, semáforos, lombadas eletrônicas, agentes de trânsito ou outros, como também, de qual forma e para onde foi destinado esses valores. Adverte-se que, conforme a Lei Orgânica Municipal, sobretudo em seu artigo 34, inciso XIII, configura-se crime de responsabilidade a negativa de prestação de informações, e/ou prestação de informações extemporâneas ou incompletas. Termos em que, pede deferimento. 
 152/2018	 05/06/2018	 08/06/2018	 Vereador	 	»»DIEGO FERNANDO ALVES 	Aprovada	 O(s) Vereador(s) que subscreve(m), nos termos regimentais em vigor, solicita(m) que após as tramitações Legais Vossa Excelência Submeta este ao Plenário, e se aprovada, se envie ofício ao Senhor HELIO TAKESHI MIZUBUTI – Representante da Concessionária CAIUÁ ASSESSORIA CONSULTORIA E PLANEJAMENTO LTDA, para que, considerando as informações adiante explanadas, tome as medidas solicitadas, tudo conforme adiante segue. Considerando que: O Estacionamento Rotativo de Chapecó por diversas vezes é tema de discussões e debates entre a Comunidade o Poder Executivo e Poder Legislativo. Considerando que: Muitas Vagas Especiais existentes no perímetro em que compreende responsabilidade da Concessionária, estão com má, ou nenhuma sinalização para identificação. Considerando que: Conforme Contrato de Concessão nº. 10/2016: 
 153/2018	 06/06/2018	 08/06/2018	 Vereador	 	»»ELIAS FERNANDO MARTINS DOS SANTOS 	Aprovada 	
 154/2018	 07/06/2018	 08/06/2018	 Vereador	 	»»NEURI LUIZ MANTELLI 	Aprovada	 O(s) Vereador(es) que este subscreve(m), nos termos regimentais em vigor, solicitam que após as tramitações legais Vossa Excelência submeta este ao plenário, e se aprovado, se envie ofício ao Senhor ALDECIR DE SANTI - Diretor Regional da Celesc, solicitando à seguinte informação: 
 155/2018	 07/06/2018	 Vereador	 	»»JOSE CELIO PORTELA 	Entrada	 na Ordem do Dia O(s) Vereador(es) que este subscreve(m), nos termos regimentais em vigor, solicitam que após as tramitações legais, Vossa Excelência submeta esta ao plenário, e se aprovado, seja encaminhado ofício ao Excelentíssimo Senhor RICARDO ANTONIO CAVALLI – Procurador Municipal, e ao Senhor EDUARDO SENS DOS SANTOS – Promotor de Justiça, CONVIDANDO-OS para participar de uma REUNIÃO DE TRABALHO para tratar acerca da ação de despejo dos Camelôs, que estavam localizados provisoriamente em terreno do Estado na Avenida Nereu Ramos. Termos em que, pede deferimento. 	
